clue_id,definition,split,phrase
361714,outlets,validate,Old and new technology’s <t>outlets</t>
361720,Loose,train,<t>Loose</t> summary penned by the setter in more than one case
361723,Enchanting,validate,<t>Enchanting</t> soldier in trenchcoat?
361724,Follow,test,<t>Follow</t> the Tour de Yorkshire?
361725,show,train,Merrymaking includes a <t>show</t>
361727,Elegance,test,<t>Elegance</t> of a foreign language
361730,Smokes,test,<t>Smokes</t> when in prison
361732,Stars,train,<t>Stars</t> get a breather when working
361735,figure,test,Show appreciation of that <t>figure</t>
361736,Actors,validate,"<t>Actors</t>, and what they want to be"
361738,Guest,test,<t>Guest</t> for the bingo official
361739,Famous,train,<t>Famous</t> place for divorcees with West End set
361740,crowds,test,"When speaking, gathers <t>crowds</t>"
361741,greed,test,Censure a metropolis for <t>greed</t>
361742,Forces,validate,<t>Forces</t> one may make light of
361745,Fool,validate,<t>Fool</t> wanting to be paid to admit parking
361746,stir,test,Former name to cause a <t>stir</t>
361747,Tell,train,<t>Tell</t> king to cheer up
361750,Wire,test,<t>Wire</t> that may hold back a ship
361752,newspaper articles,train,Achievement sure to be written about in <t>newspaper articles</t>
361753,bird,train,Some powerful maritime <t>bird</t>
361754,customer,test,"Two chaps, one <t>customer</t>"
361755,Opinion,validate,<t>Opinion</t> survey?
361755,survey,test,Opinion <t>survey</t>?
361762,spice,validate,Oscar follower swallowing drink with wine over <t>spice</t>
361769,Sucks,validate,<t>Sucks</t>  ginger biscuits
361775,Overwhelm,test,<t>Overwhelm</t> Charlie with heart gripped by William
361776,Dreadful,test,<t>Dreadful</t> queen supposing that choir is ordered about
361777,Death,test,<t>Death</t> in jurisdiction of detective?
361779,unbalanced,train,Away a lot before regret makes you <t>unbalanced</t>
361780,example,test,Mike tucked into vegetables with haggis brought up for <t>example</t>
361781,Populist,validate,"<t>Populist</t>, uplifting set from star comedian"
361787,Animal,validate,<t>Animal</t> one relocated in Guiana
361789,Concern,train,<t>Concern</t>   resolved
361789,resolved,train,Concern   <t>resolved</t>
361790,Vessel,test,<t>Vessel</t> sunk in Channel in error
361796,Faint-hearted,test,<t>Faint-hearted</t> line by dramatist before end of play
361799,import,train,Crew bringing in European <t>import</t>
361813,City,test,"<t>City</t> oddball, one with two females in tow"
361814,Upset,validate,"<t>Upset</t> daughter is the opposite of sweet, rolling over"
361816,Play,train,<t>Play</t> in small country community
361817,Language,test,<t>Language</t> used by loud Russians in retreat
361818,Come by,train,<t>Come by</t> to fight or bless?
361818,fight,train,Come by to <t>fight</t> or bless?
361818,bless,test,Come by to fight or <t>bless</t>?
361827,lass,test,Edmund early in the morning upset <t>lass</t>
361830,suffers,validate,"With blemishes all around, America <t>suffers</t>"
361831,SS,train,<t>SS</t> and similar folk
361835,jacket,train,A darn cig ruined <t>jacket</t>
361837,Huge,test,"<t>Huge</t> fellows squeezed into semi, getting sozzled"
361839,field,test,Fast runner heading off over a <t>field</t>
361843,carelessly,train,A wife guarding American state house <t>carelessly</t>
361845,Who,train,<t>Who</t> might this be on TV?
361847,Remove,test,<t>Remove</t> religious symbol not favoured
361856,silly,test,"Short day, very short, nothing on — see us being <t>silly</t>"
361859,capital,train,One sailor hugged by another revolutionary in <t>capital</t>
361863,Reformers,test,<t>Reformers</t> sit around surrounded by maps
361864,Fit,test,<t>Fit</t> one American up with item of furniture
361865,fashion,test,Island embracing adult <t>fashion</t>
361868,Food,test,<t>Food</t> providing energy after journey
361869,country,test,I hunted in the <t>country</t>
361870,Mutual,train,<t>Mutual</t> respect’s beginning with police car going off
361871,Stone,train,"<t>Stone</t> circle left on peak, oddly"
361872,Criminal,validate,<t>Criminal</t> pair one found in sect
361876,Digs,test,<t>Digs</t> suit
361876,suit,test,Digs <t>suit</t>
361877,refurbish,train,A person elected by vicar to <t>refurbish</t>
361879,Limp,train,<t>Limp</t> and miss a platform — I must go to California shortly
361880,dancer,test,Hurry back and watch Kirov’s last <t>dancer</t>
361884,Loaded,test,"<t>Loaded</t>, but ridiculous"
361884,ridiculous,train,"Loaded, but <t>ridiculous</t>"
361891,Doctors,test,<t>Doctors</t> ring needing custom
361892,Plots,train,<t>Plots</t> Conservative approach in the case of schools
361895,Predicament,train,<t>Predicament</t> laid out over English military award
361896,Incus,test,<t>Incus</t> discovered in Roman villa
361898,Nice,test,<t>Nice</t> short hairdo available in black
361899,Advantage,test,"<t>Advantage</t>, over two days, small"
361900,rope,validate,Filly tied with old <t>rope</t>
361901,Curses,validate,<t>Curses</t> motherland?
361902,Baby,train,<t>Baby</t>  alarm
361902,alarm,train,Baby  <t>alarm</t>
361903,problem,train,"Around 50, heart <t>problem</t>"
361904,A piece of cake,test,"<t>A piece of cake</t>, means to keep one sick"
361905,Artist,test,<t>Artist</t> makes sacred tree sketch
361906,Prayer,validate,<t>Prayer</t> offered when a new setter joins us
361908,Maiden,test,<t>Maiden</t> in divine area by lake
361909,Supply,validate,"<t>Supply</t> an online joke, as it were?"
361910,River,test,<t>River</t> duck last to hibernate
361911,uniform,validate,Sibling in comfortable <t>uniform</t>
361912,line,validate,Cut up frozen <t>line</t>
361913,Riot,train,<t>Riot</t> gear — wrong parts
361916,Check,test,<t>Check</t> the author is into informal writing
361919,Cards,train,"<t>Cards</t> left and right, for example"
361920,Rockets,train,<t>Rockets</t> currently do within ship
361923,book,validate,Control for audio  <t>book</t>
361926,Restraint,train,<t>Restraint</t> of drunk circling empty bar? That’s unknown
361928,Winning,validate,<t>Winning</t> ace possible around beginning of rally
361929,Passion,test,<t>Passion</t> that’s reportedly more difficult for EastEnders
361930,Leader,test,<t>Leader</t> in retreat over current upset
361932,work,validate,Love drink knocked back after <t>work</t>
361933,blades,validate,Uneven changing edges? Start to sharpen <t>blades</t>
361934,country,test,"To the French, street state reflects <t>country</t>"
361935,intelligence,train,A little backwards perhaps displaying <t>intelligence</t>
361937,Motivate,validate,<t>Motivate</t> staff caught for time
361939,infectious,test,"Incubating, hot to cold, getting <t>infectious</t>"
361940,Hidden,validate,"<t>Hidden</t>, long hidden inside code oddly"
361941,raw recruit,test,"Close combat, say, for <t>raw recruit</t>"
361942,suspicions,train,Publish a description describing <t>suspicions</t>
361943,Superhuman,train,<t>Superhuman</t> bloke is often needed in crisis initially
361945,Idiot boxes,train,<t>Idiot boxes</t> skilfully losing weight in draws
361946,anticipation,test,Whisper concealed by woods sharing small <t>anticipation</t>
361948,Slow,train,<t>Slow</t> turn right then left in jam
361949,Block,test,"<t>Block</t> of ice, large, going north"
361950,Somebody,validate,<t>Somebody</t> from Queen’s playing with attendant outside
361951,Attractive,test,"<t>Attractive</t> chap, good inside, rejected advance"
361952,Obscure,train,"<t>Obscure</t> place, not quiet, in mostly strange clubs"
361953,space,test,Vacant atelier with extra <t>space</t>
361954,berth,validate,Provide enclosure comprising kayak’s last <t>berth</t>
361955,Freedom,validate,<t>Freedom</t> of position including kiss before sex
361956,poor,validate,Some agreed to house <t>poor</t>
361959,subject,train,"Endeavour, perhaps, to get an A for each English <t>subject</t>"
361961,Weighty,validate,<t>Weighty</t> individual not totally awake
361964,Measures,test,<t>Measures</t> quadrangles
361964,quadrangles,test,Measures <t>quadrangles</t>
361965,Regarded,train,<t>Regarded</t> slice of marmalade tart on the counter
361967,Particular,train,<t>Particular</t> motor fuel developed
361968,Present,test,<t>Present</t> left on ship beside fish
361970,figure,train,"New hip, yet ghastly <t>figure</t>"
361972,wheel,test,Dilapidated cart’s bearing old <t>wheel</t>
361975,plant,validate,"Item for sale, American <t>plant</t>"
361976,Chaos,validate,<t>Chaos</t> having refurbished ranch within a year
361977,condiment,train,Regularly used staple’s a <t>condiment</t>
361978,charity,test,Heard what one needs to start Swiss <t>charity</t>
361979,form,train,Teenager changed <t>form</t>
361982,Bit,test,"<t>Bit</t> familiar, being discontented with director’s instruction"
361983,Bold,test,<t>Bold</t> of French automotive firm to acquire centre in Afghanistan
361984,Wound,test,<t>Wound</t> stung
361984,stung,validate,Wound <t>stung</t>
361985,monster,test,Wife nervy about <t>monster</t>
361987,Animal,train,"<t>Animal</t>, according to Cockney, slept upside-down"
361988,Trains,validate,<t>Trains</t> — or parts of them
361989,strike,train,Company in a rush for <t>strike</t>
361990,Reveal,test,<t>Reveal</t> permit to board
361991,crashes,validate,Bill joins detectives sent out following <t>crashes</t>
361995,contest,test,Cheese plates thrown in <t>contest</t>
361996,Novice,train,<t>Novice</t> learner coming from Austrian province
361999,Singer,test,<t>Singer</t> with only half a score getting nothing right
362003,In reality,validate,<t>In reality</t> a cult’s converting around area
362010,Board meeting,test,<t>Board meeting</t>?
362012,secret,test,"Touching toes, exercising — man’s <t>secret</t>"
362017,indigo,train,A love for <t>indigo</t>
362018,Crucial,test,"<t>Crucial</t> — and Kitty has the last word, with story unfinished"
362019,Tasteful,test,<t>Tasteful</t> number without a name?
362022,Weather,test,<t>Weather</t> when fish will take line and bite?
362024,perennials,validate,Neat sign designed for <t>perennials</t>
362025,Careless,test,<t>Careless</t> mistake with wearing shoes
362026,Praises,train,<t>Praises</t> army officers after cut back
362028,Suffering,validate,"<t>Suffering</t> at home, with company"
362030,Suggests,train,<t>Suggests</t> prisoners should swallow note
362031,intellectual,test,Bar in Cricket Club records <t>intellectual</t>
362033,Detected,train,<t>Detected</t> rising attitudes one shows
362035,food,test,"Warms up, removing top for <t>food</t>"
362036,Idle,train,<t>Idle</t> as credit gone
362037,Tempted,test,"<t>Tempted</t>, but left university looking embarrassed"
362039,escape,validate,Go off with dog and <t>escape</t>
362040,Weather,train,<t>Weather</t> that sees artist in decline
362042,genuine,train,"Bad, if one turns out to be <t>genuine</t>"
362044,pastries,train,Greek island area with small <t>pastries</t>
362045,Fundamental,test,<t>Fundamental</t> degree (intentionally so)
362047,Infection,validate,<t>Infection</t> prominent during past years
362048,Latest,train,"<t>Latest</t> requirement to protect tooth during walk, oddly"
362049,nick,test,A cheap buy in <t>nick</t>?
362050,water,test,Chamois tends to absorb <t>water</t>
362051,Prevents,test,<t>Prevents</t> the majority of the verrucas
362053,Ready,test,<t>Ready</t> before standard European debate’s beginning
362060,Profile,test,<t>Profile</t> team
362060,team,test,Profile <t>team</t>
362064,simultaneously,validate,Developing state aim and theme <t>simultaneously</t>
362066,Consumer,train,<t>Consumer</t> that warms up leaving hotel
362067,contracts,train,Rushed up with arguments for <t>contracts</t>
362068,Having,train,"<t>Having</t> groups of friends, sign off"
362069,Public houses,validate,<t>Public houses</t> seeing fresh growth in lease
362071,Creating,test,<t>Creating</t> a remarkable end to match?
362071,remarkable,train,Creating a <t>remarkable</t> end to match?
362072,bland,train,"Popular drink with one daughter, but <t>bland</t>"
362073,Wine,validate,<t>Wine</t> marinade blended with no end of gin
362074,port,train,Information on unprotected road in <t>port</t>
362075,outlet,train,"Fill up, oddly, in front of village’s last <t>outlet</t>"
362078,Cool,test,<t>Cool</t> US soldier in rain gear
362080,texts,test,Temptation to pinch one three times to reveal <t>texts</t>
362081,Message,test,<t>Message</t> school sent back
362082,fruit,test,Brewer’s art is transforming <t>fruit</t>
362083,news,train,"Neglect lie-in being disturbed, seeing <t>news</t>"
362084,Tilt,test,<t>Tilt</t> part of body
362086,Important,test,<t>Important</t> German city — it is round a lake
362089,resentment,test,"Dashed dog, having nothing to eat, shows <t>resentment</t>"
362090,taste,test,Son with great <t>taste</t>
362091,stout,test,"Could pay, putting away father’s <t>stout</t>"
362093,vessel,train,Little child in capsized river <t>vessel</t>
362094,Sought-after,test,"<t>Sought-after</t> in hotel bar, I sedately turned up"
362095,opinion,test,Struggle over wife’s <t>opinion</t>
362096,Religious person,test,<t>Religious person</t> caught cold hosting at Hindu festival
362097,tension,test,Feel restricting American power creates <t>tension</t>
362098,file,test,Criminal corpse is on <t>file</t>
362099,skills,test,Abigail fibs about information technology <t>skills</t>
362101,worried,train,Is shedding one lock of hair? Edward’s <t>worried</t>
362103,Delicate,test,<t>Delicate</t> offer
362103,offer,test,Delicate <t>offer</t>
362105,stake,test,Plant expert secures <t>stake</t>
